state,zip_code,facility,facility_latitude,facility_longitude,owner,well_name,well_designation,well_latitude,well_longitude,collection_date,contaminant,modifier,below_detection_limit,concentration,measurement_unit,limit_exceeded,standard_threshold,standard_type
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2011-02-16,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2011-02-16,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2011-02-16,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2011-02-16,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2011-08-23,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2011-08-23,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2011-08-23,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2011-08-23,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2012-01-31,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2012-01-31,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2012-01-31,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2012-01-31,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2012-08-07,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2012-08-07,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2012-08-07,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2012-08-07,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2013-02-12,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2013-02-12,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2013-02-12,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2013-02-12,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2013-08-21,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P2,downgradient,35.075259,-90.150808,2013-08-21,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2013-08-21,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2013-08-21,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2013-08-21,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2014-03-25,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P2,downgradient,35.075259,-90.150808,2014-03-25,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2014-03-25,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2014-03-25,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2014-03-25,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2014-03-25,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2014-08-12,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P2,downgradient,35.075259,-90.150808,2014-08-12,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2014-08-12,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2014-08-12,antimony,,True,0.0010000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2016-05-23,antimony,,True,0.0020000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2016-05-23,antimony,,True,0.0020000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2016-05-23,antimony,,True,0.0020000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P2,downgradient,35.075259,-90.150808,2016-05-24,antimony,,True,0.0020000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2016-05-24,antimony,,True,0.0020000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-206,downgradient,35.073483,-90.132903,2017-07-13,antimony,,True,0.0025000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-203,downgradient,35.074344,-90.139839,2017-07-14,antimony,,True,0.0024700000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-203,downgradient,35.074344,-90.139839,2017-08-23,antimony,,True,0.0021800000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-203,downgradient,35.074344,-90.139839,2017-03-29,antimony,,True,0.0019700000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-203,downgradient,35.074344,-90.139839,2017-07-19,antimony,,True,0.0019700000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-203,downgradient,35.074344,-90.139839,2017-05-09,antimony,,True,0.0019300000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-203,downgradient,35.074344,-90.139839,2017-04-19,antimony,,True,0.0018100000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-203,downgradient,35.074344,-90.139839,2017-01-31,antimony,,True,0.0016800000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-201,downgradient,35.069411,-90.139789,2017-07-13,antimony,,True,0.0014300000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-210,background,35.070925,-90.151436,2017-03-28,antimony,,True,0.0014200000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-203,downgradient,35.074344,-90.139839,2017-03-01,antimony,,True,0.0014000000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-203,downgradient,35.074344,-90.139839,2017-06-14,antimony,,False,0.0013600000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-205,downgradient,35.073714,-90.134178,2017-03-29,antimony,,True,0.0013300000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-201,downgradient,35.069411,-90.139789,2017-03-28,antimony,,True,0.0013100000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-204,downgradient,35.074328,-90.136978,2017-07-14,antimony,,True,0.0011600000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-202,downgradient,35.069247,-90.136086,2017-03-28,antimony,,True,0.0010700000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-210,background,35.070925,-90.151436,2017-07-13,antimony,,True,0.0010300000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-210,background,35.070925,-90.151436,2017-01-30,antimony,,True,0.0009980000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-203,downgradient,35.074344,-90.139839,2016-11-16,antimony,,True,0.0009900000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-202,downgradient,35.069247,-90.136086,2017-07-13,antimony,,True,0.0009580000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-202,downgradient,35.069247,-90.136086,2017-01-30,antimony,,True,0.0009440000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-210,background,35.070925,-90.151436,2017-08-23,antimony,,True,0.0009180000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-206,downgradient,35.073483,-90.132903,2017-03-29,antimony,,True,0.0009100000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-205,downgradient,35.073714,-90.134178,2017-07-13,antimony,,True,0.0008560000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-204,downgradient,35.074328,-90.136978,2017-03-29,antimony,,True,0.0008400000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-212,downgradient,35.069239,-90.133592,2017-02-28,antimony,,True,0.0008340000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-204,downgradient,35.074328,-90.136978,2017-01-31,antimony,,True,0.0008200000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-206,downgradient,35.073483,-90.132903,2017-04-18,antimony,,True,0.0007620000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-205,downgradient,35.073714,-90.134178,2017-01-31,antimony,,True,0.0007510000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-213,downgradient,35.071608,-90.132625,2017-02-28,antimony,,True,0.0007410000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-202,downgradient,35.069247,-90.136086,2017-08-23,antimony,,True,0.0007260000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-213,downgradient,35.071608,-90.132625,2017-01-31,antimony,,True,0.0006940000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-206,downgradient,35.073483,-90.132903,2017-01-30,antimony,,True,0.0006910000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-201,downgradient,35.069411,-90.139789,2017-02-28,antimony,,True,0.0006700000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-210,background,35.070925,-90.151436,2017-07-18,antimony,,True,0.0006690000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-212,downgradient,35.069239,-90.133592,2017-03-28,antimony,,True,0.0006630000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-213,downgradient,35.071608,-90.132625,2017-03-28,antimony,,True,0.0006450000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-201,downgradient,35.069411,-90.139789,2017-01-30,antimony,,True,0.0006340000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-205,downgradient,35.073714,-90.134178,2017-08-24,antimony,,True,0.0006340000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-205,downgradient,35.073714,-90.134178,2017-03-01,antimony,,True,0.0006280000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-204,downgradient,35.074328,-90.136978,2017-03-01,antimony,,True,0.0006130000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-212,downgradient,35.069239,-90.133592,2017-01-31,antimony,,True,0.0006110000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-205,downgradient,35.073714,-90.134178,2017-04-18,antimony,,True,0.0006010000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-212,downgradient,35.069239,-90.133592,2017-07-13,antimony,,True,0.0005670000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-210,background,35.070925,-90.151436,2017-02-28,antimony,,True,0.0005650000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-206,downgradient,35.073483,-90.132903,2017-07-19,antimony,,True,0.0005430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-212,downgradient,35.069239,-90.133592,2017-08-23,antimony,,True,0.0005350000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-206,downgradient,35.073483,-90.132903,2017-02-28,antimony,,True,0.0005270000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-204,downgradient,35.074328,-90.136978,2017-04-19,antimony,,True,0.0005070000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-210,background,35.070925,-90.151436,2017-04-18,antimony,,True,0.0004780000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-201,downgradient,35.069411,-90.139789,2017-04-17,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-201,downgradient,35.069411,-90.139789,2017-05-10,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-201,downgradient,35.069411,-90.139789,2017-06-13,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-201,downgradient,35.069411,-90.139789,2017-07-19,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-201,downgradient,35.069411,-90.139789,2017-08-24,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-202,downgradient,35.069247,-90.136086,2017-02-28,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-202,downgradient,35.069247,-90.136086,2017-04-18,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-202,downgradient,35.069247,-90.136086,2017-05-10,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-202,downgradient,35.069247,-90.136086,2017-06-13,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-202,downgradient,35.069247,-90.136086,2017-07-19,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-204,downgradient,35.074328,-90.136978,2017-05-09,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-204,downgradient,35.074328,-90.136978,2017-06-14,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-204,downgradient,35.074328,-90.136978,2017-07-19,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-204,downgradient,35.074328,-90.136978,2017-08-23,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-205,downgradient,35.073714,-90.134178,2017-05-09,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-205,downgradient,35.073714,-90.134178,2017-06-14,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-205,downgradient,35.073714,-90.134178,2017-07-19,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-206,downgradient,35.073483,-90.132903,2017-05-09,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-206,downgradient,35.073483,-90.132903,2017-06-13,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-206,downgradient,35.073483,-90.132903,2017-08-23,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-210,background,35.070925,-90.151436,2017-05-09,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-210,background,35.070925,-90.151436,2017-06-13,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-212,downgradient,35.069239,-90.133592,2017-04-18,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-212,downgradient,35.069239,-90.133592,2017-05-10,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-212,downgradient,35.069239,-90.133592,2017-03-13,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-212,downgradient,35.069239,-90.133592,2017-07-19,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-213,downgradient,35.071608,-90.132625,2017-04-18,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-213,downgradient,35.071608,-90.132625,2017-05-10,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-213,downgradient,35.071608,-90.132625,2017-06-13,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-213,downgradient,35.071608,-90.132625,2017-07-13,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-213,downgradient,35.071608,-90.132625,2017-07-19,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-213,downgradient,35.071608,-90.132625,2017-08-23,antimony,,True,0.0004430000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-210,background,35.070925,-90.151436,2016-11-15,antimony,,True,0.0003300000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-205,downgradient,35.073714,-90.134178,2016-11-16,antimony,,True,0.0003030000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-201,downgradient,35.069411,-90.139789,2016-11-15,antimony,,True,0.0002690000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-206,downgradient,35.073483,-90.132903,2016-11-16,antimony,,True,0.0002270000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-202,downgradient,35.069247,-90.136086,2016-11-14,antimony,,True,0.0002170000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-213,downgradient,35.071608,-90.132625,2016-11-16,antimony,,True,0.0001840000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-212,downgradient,35.069239,-90.133592,2016-11-15,antimony,,True,0.0001660000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,ALF-204,downgradient,35.074328,-90.136978,2016-11-16,antimony,,True,0.0001640000,mg/L,False,0.006,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2011-02-16,arsenic,,False,0.0012000000,mg/L,False,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2011-02-16,arsenic,,False,0.0032000000,mg/L,False,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2011-02-16,arsenic,,False,0.0036000000,mg/L,False,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2011-02-16,arsenic,,False,0.0420000000,mg/L,True,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2011-04-07,arsenic,,False,0.0200000000,mg/L,True,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2011-08-23,arsenic,,False,0.0021000000,mg/L,False,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2011-08-23,arsenic,,False,0.0047500000,mg/L,False,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2011-08-23,arsenic,,False,0.0031000000,mg/L,False,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2011-08-23,arsenic,,False,0.0150000000,mg/L,True,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P6,downgradient,35.074899,-90.138542,2011-11-01,arsenic,,False,0.0320000000,mg/L,True,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P1,upgradient,35.071199,-90.149379,2012-01-31,arsenic,,False,0.0013000000,mg/L,False,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P4,downgradient,35.074798,-90.142416,2012-01-31,arsenic,,False,0.0043000000,mg/L,False,0.01,MCL
TN,38109,Allen Fossil Plant,35.073611,-90.148889,Tennessee Valley Authority,P5,downgradient,35.073632,-90.133827,2012-01-31,arsenic,,False,0.0033000000,mg/L,False,0.01,MCL
